Date,Open,High,Low,Close,Adj Close,Volume
2021-01-05,86.250000,87.383499,85.900749,87.045998,87.045998,22906000
2021-01-06,85.131500,87.400002,84.949997,86.764503,86.764503,52042000
2021-01-07,87.002998,89.419998,86.852501,89.362503,89.362503,45300000
2021-01-08,89.399002,90.491997,88.676750,90.360497,90.360497,41012000
2021-01-11,89.303497,89.715752,88.026001,88.335999,88.335999,24194000
2021-01-12,87.695999,88.902000,86.265503,87.327499,87.327499,27140000
2021-01-13,86.929001,88.251747,86.900497,87.720001,87.720001,21882000
2021-01-14,87.681000,88.750504,86.669998,87.009003,87.009003,23590000
2021-01-15,86.909500,87.800003,86.077499,86.809502,86.809502,26844000
2021-01-19,87.612503,90.463753,87.072998,89.542999,89.542999,34692000
2021-01-20,91.572998,95.185501,91.276497,94.345001,94.345001,49806000
2021-01-21,94.900002,96.742996,94.355499,94.562500,94.562500,41278000
2021-01-22,94.783997,95.547501,94.087997,95.052498,95.052498,25442000
2021-01-25,96.033501,96.478996,93.376503,94.970001,94.970001,38546000
2021-01-26,94.442001,96.250000,94.212250,95.862000,95.862000,26262000
2021-01-27,94.126503,94.500000,90.449997,91.539497,91.539497,54966000
2021-01-28,92.196999,94.941498,92.132004,93.155502,93.155502,35462000
2021-01-29,92.308502,92.863998,90.510002,91.787003,91.787003,32252000
2021-02-01,92.678497,96.119598,92.546501,95.067497,95.067497,32044000
2021-02-02,96.127998,97.788002,95.724503,96.375504,96.375504,45474000
2021-02-03,103.650002,105.824997,100.918999,103.503502,103.503502,82364000
2021-02-04,103.444504,103.927498,102.129501,103.118500,103.118500,37046000
2021-02-05,103.500000,105.125504,102.966499,104.900002,104.900002,30702000
2021-02-08,105.295502,106.177353,103.599998,104.645500,104.645500,24838000
2021-02-09,103.927002,105.256500,103.927002,104.175499,104.175499,17798000
2021-02-10,104.710503,105.418503,103.154503,104.768997,104.768997,22710000
2021-02-11,104.975502,105.101501,103.865997,104.794502,104.794502,18914000
2021-02-12,104.512497,105.441002,104.156502,105.205498,105.205498,17114000
2021-02-16,105.218002,107.634003,105.218002,106.095001,106.095001,22676000
2021-02-17,105.000000,106.682999,104.945999,106.415497,106.415497,21418000
2021-02-18,105.519501,106.636749,105.185501,105.860001,105.860001,22432000
2021-02-19,105.963501,106.526497,104.870499,105.056999,105.056999,29148000
2021-02-22,103.349998,104.570999,103.107002,103.244003,103.244003,27350000
2021-02-23,101.250504,104.100502,100.100998,103.542999,103.542999,33348000
2021-02-24,102.091499,105.039001,101.906502,104.758499,104.758499,24966000
2021-02-25,103.372498,104.744003,101.064499,101.568001,101.568001,36568000
2021-02-26,102.526001,103.550499,100.803001,101.843002,101.843002,41670000
2021-03-01,102.825996,104.325996,102.305000,104.075500,104.075500,28090000
2021-03-02,103.809502,105.218498,103.563004,103.792000,103.792000,22692000
2021-03-03,103.360497,104.425903,100.500000,101.335503,101.335503,29684000
2021-03-04,101.168503,104.461998,101.013496,102.454498,102.454498,42360000
2021-03-05,103.655998,105.905502,102.320747,105.427002,105.427002,43904000
2021-03-08,105.056503,106.440498,101.080498,101.208504,101.208504,32948000
2021-03-09,103.500000,103.902000,102.391502,102.635002,102.635002,33946000
2021-03-10,103.587997,103.750000,101.668503,102.751503,102.751503,25372000
2021-03-11,103.703003,106.285004,103.619003,105.738503,105.738503,24782000
2021-03-12,104.250000,104.513000,102.377502,103.096001,103.096001,34516000
2021-03-15,103.114998,103.352997,102.175499,103.324501,103.324501,25962000
2021-03-16,103.949501,106.178001,103.500000,104.625999,104.625999,29832000
2021-03-17,103.801498,105.488998,102.699997,104.554001,104.554001,25980000
2021-03-18,103.050003,103.775002,101.677498,101.810997,101.810997,27228000
2021-03-19,102.102501,102.654999,100.884003,102.160004,102.160004,46298000
2021-03-22,102.092003,102.899498,101.303497,101.929497,101.929497,39096000
2021-03-23,102.584999,103.615097,101.960999,102.648003,102.648003,27340000
2021-03-24,103.268501,103.910500,102.077751,102.252998,102.252998,23080000
2021-03-25,102.240501,102.943497,100.536499,102.218002,102.218002,28378000
2021-03-26,101.943001,102.549500,100.700996,101.777496,101.777496,29870000
2021-03-29,101.393997,102.921501,100.780998,102.797501,102.797501,24596000
2021-03-30,102.881500,103.539001,102.201500,102.777000,102.777000,20732000
2021-03-31,102.956001,104.666351,102.837250,103.431503,103.431503,29198000
2021-04-01,104.897499,107.147003,104.844498,106.887497,106.887497,33980000
2021-04-05,107.647003,111.865501,107.581001,111.277496,111.277496,43298000
2021-04-06,111.125000,111.883003,110.739998,111.237503,111.237503,27060000
2021-04-07,111.306503,112.750000,111.266502,112.484001,112.484001,25798000
2021-04-08,113.898003,114.200249,112.884003,113.272003,113.272003,27166000
2021-04-09,112.834999,114.452003,112.685699,114.293999,114.293999,20888000
2021-04-12,113.312500,113.765999,111.923248,112.739502,112.739502,31318000
2021-04-13,113.073502,113.860497,112.804497,113.363503,113.363503,23310000
2021-04-14,113.758003,113.899498,112.459503,112.741997,112.741997,20220000
2021-04-15,113.848999,115.329849,113.300003,114.833000,114.833000,27472000
2021-04-16,115.150002,115.321999,114.222504,114.888000,114.888000,22596000
2021-04-19,114.598999,115.922501,114.392250,115.120003,115.120003,24688000
2021-04-20,115.394501,115.480003,113.585503,114.681503,114.681503,21774000
2021-04-21,114.262497,114.765999,112.928497,114.664497,114.664497,23930000
2021-04-22,114.661499,115.188103,112.822502,113.396004,113.396004,21096000
2021-04-23,114.173500,116.291000,113.910500,115.764999,115.764999,28670000
2021-04-26,115.996498,117.063004,115.692001,116.336998,116.336998,20834000
2021-04-27,116.800003,116.872498,115.213501,115.356003,115.356003,31972000
2021-04-28,120.357246,122.618896,118.742500,118.995499,118.995499,59728000
2021-04-29,120.516502,121.825996,120.113998,121.494499,121.494499,39554000
2021-04-30,120.224503,121.357002,120.108002,120.505997,120.505997,39142000
2021-05-03,120.136002,120.985001,119.224998,119.758499,119.758499,33788000
2021-05-04,118.487000,118.962997,115.584999,117.712502,117.712502,35120000
2021-05-05,118.420998,119.110001,117.570503,117.836998,117.836998,21806000
2021-05-06,117.531998,119.135498,117.116898,119.067497,119.067497,20618000
2021-05-07,120.000000,120.820503,119.500000,119.934502,119.934502,23272000
2021-05-10,118.744499,118.900002,116.736504,117.083000,117.083000,26006000
2021-05-11,114.593002,116.099998,114.150002,115.438004,115.438004,32110000
2021-05-12,113.085503,114.268501,111.502502,111.954002,111.954002,34934000
2021-05-13,113.054497,113.830048,112.136002,113.098503,113.098503,26670000
2021-05-14,114.591499,116.056999,114.166000,115.807999,115.807999,26624000
2021-05-17,115.466003,116.167000,114.750000,116.070503,116.070503,19842000
2021-05-18,116.845299,117.157501,115.157997,115.171501,115.171501,17302000
2021-05-19,113.220001,115.837997,113.176003,115.435501,115.435501,19350000
2021-05-20,116.402000,118.016998,116.054497,117.804497,117.804497,23832000
2021-05-21,118.299500,118.449997,117.118500,117.254997,117.254997,22832000
2021-05-24,118.349998,120.924004,118.005501,120.333504,120.333504,21244000
2021-05-25,121.000000,121.644501,120.149498,120.453499,120.453499,18838000
2021-05-26,120.641747,122.147202,120.625748,121.676498,121.676498,21856000
2021-05-27,121.847000,122.000000,120.099998,120.125504,120.125504,38962000
2021-05-28,121.098000,121.406998,120.384499,120.578003,120.578003,24108000
2021-06-01,121.099998,121.898552,120.244003,121.490501,121.490501,19166000
2021-06-02,121.765503,122.099998,120.209999,121.064003,121.064003,17158000
2021-06-03,119.750999,120.487251,119.141502,120.230499,120.230499,18346000
2021-06-04,121.125999,122.692947,120.888496,122.587997,122.587997,25948000
2021-06-07,122.566002,123.400002,122.053650,123.304497,123.304497,23850000
2021-06-08,123.995003,124.724747,123.412003,124.142502,124.142502,25060000
2021-06-09,124.974998,125.250000,124.366501,124.570000,124.570000,20126000
2021-06-10,124.700500,126.163002,124.699997,126.080002,126.080002,31234000
2021-06-11,126.246002,126.349503,124.914497,125.696503,125.696503,25240000
2021-06-14,125.669502,126.411499,125.046997,126.351997,126.351997,22550000
2021-06-15,126.522003,126.862000,125.648499,126.032997,126.032997,22182000
2021-06-16,126.247498,126.523499,124.149948,125.696503,125.696503,26316000
2021-06-17,125.523003,127.196503,125.514999,126.371002,126.371002,25756000
2021-06-18,125.705498,126.389000,124.602997,125.567497,125.567497,53306000
2021-06-21,125.739998,127.036751,125.134247,126.455002,126.455002,26256000
2021-06-22,126.449997,127.269997,126.026497,126.999496,126.999496,20984000
2021-06-23,126.550003,127.795998,126.251999,126.461502,126.461502,19694000
2021-06-24,127.053497,127.535500,126.959999,127.281998,127.281998,18934000
2021-06-25,126.957001,127.504997,126.444000,126.995003,126.995003,33484000
2021-06-28,127.000000,127.336998,125.973801,126.819504,126.819504,28110000
2021-06-29,126.772499,127.000000,125.436996,126.018501,126.018501,20950000
2021-06-30,125.653549,125.800003,124.757500,125.316002,125.316002,24006000
2021-07-01,124.849747,126.462502,124.849747,126.368500,126.368500,17120000
2021-07-02,126.839500,128.848007,126.768997,128.718994,128.718994,21160000
2021-07-06,129.449493,129.884506,128.408997,129.770996,129.770996,21350000
2021-07-07,130.341003,130.639893,129.759995,130.077499,130.077499,16680000
2021-07-08,128.250000,130.032501,128.039993,129.177002,129.177002,19780000
2021-07-09,128.944504,129.849503,128.943497,129.574493,129.574493,15106000
2021-07-12,129.833496,130.770004,129.600006,130.563995,130.563995,16944000
2021-07-13,130.881500,132.042007,130.636993,130.994507,130.994507,16618000
2021-07-14,131.901505,132.996002,131.897995,132.082504,132.082504,17912000
2021-07-15,132.500000,132.595001,130.598007,131.266495,131.266495,16586000
2021-07-16,131.641006,132.182999,130.821503,131.845505,131.845505,14856000
2021-07-19,131.155502,131.246994,128.537003,129.253998,129.253998,25710000
2021-07-20,130.003998,132.001343,129.188400,131.101501,131.101501,19084000
2021-07-21,130.787003,132.617249,130.601501,132.600494,132.600494,14742000
2021-07-22,132.649994,133.504501,132.399994,133.328506,133.328506,13608000
2021-07-23,135.259995,138.808502,134.700500,137.815994,137.815994,26378000
2021-07-26,138.250000,139.712997,137.651001,139.644501,139.644501,23052000
2021-07-27,140.011002,140.011002,135.100006,136.796494,136.796494,42164000
2021-07-28,138.561996,139.675995,136.350006,136.381500,136.381500,54688000
2021-07-29,136.380600,137.151505,136.138000,136.540497,136.540497,19284000
2021-07-30,135.511002,135.771347,134.814194,135.220993,135.220993,23954000
2021-08-02,135.484497,136.020493,134.669495,135.989502,135.989502,20140000
2021-08-03,136.000000,136.335495,134.183502,136.279999,136.279999,19064000
2021-08-04,136.249496,136.537994,135.414993,136.028503,136.028503,16528000
2021-08-05,136.028503,136.949997,135.600006,136.940002,136.940002,11866000
2021-08-06,136.294998,137.080048,136.046494,137.035995,137.035995,13560000
2021-08-09,136.949005,138.321503,136.428757,138.001999,138.001999,12374000
2021-08-10,138.079498,138.551498,137.226501,138.096497,138.096497,16034000
2021-08-11,138.283005,138.847748,137.350006,137.689499,137.689499,15204000
2021-08-12,137.712997,138.417999,136.779007,138.389496,138.389496,14646000
2021-08-13,138.357498,138.673996,138.005005,138.406006,138.406006,12580000
2021-08-16,138.000000,138.990494,136.165756,138.916000,138.916000,18040000
2021-08-17,138.190994,138.718506,136.787506,137.300507,137.300507,21272000
2021-08-18,137.115494,138.294006,136.421005,136.570007,136.570007,14934000
2021-08-19,135.467499,137.451996,135.356003,136.913498,136.913498,18296000
2021-08-20,137.082993,138.614502,136.466995,138.436996,138.436996,15564000
2021-08-23,138.998505,142.177002,138.747955,141.099503,141.099503,21090000
2021-08-24,141.543503,143.007507,141.353500,142.398499,142.398499,15126000
2021-08-25,142.882996,143.313004,142.439499,142.949997,142.949997,12838000
2021-08-26,142.618500,143.134796,142.091507,142.123001,142.123001,14922000
2021-08-27,142.112503,145.011002,142.020004,144.550507,144.550507,24562000
2021-08-30,144.704498,146.489502,144.600006,145.469498,145.469498,16916000
2021-08-31,145.884506,146.112000,145.000000,145.462006,145.462006,26756000
2021-09-01,145.649994,146.820496,145.614502,145.841995,145.841995,15824000
2021-09-02,145.949493,146.324997,144.106506,144.218994,144.218994,21844000
2021-09-03,144.145996,145.376999,143.505005,144.774994,144.774994,19104000
2021-09-07,144.749496,145.824005,144.541000,145.518997,145.518997,15170000
2021-09-08,145.393494,145.550995,144.199997,144.883499,144.883499,15486000
2021-09-09,144.883499,145.669495,144.434006,144.913498,144.913498,14798000
2021-09-10,145.443497,146.018997,141.741501,141.921005,141.921005,32896000
2021-09-13,143.201004,144.190994,142.282501,143.464996,143.464996,20176000
2021-09-14,144.160995,144.727493,142.905502,143.406006,143.406006,18916000
2021-09-15,143.759003,145.581497,142.255997,145.205994,145.205994,20648000
2021-09-16,145.121002,145.199997,143.416351,144.373505,144.373505,20292000
2021-09-17,143.798492,144.249496,141.061493,141.463501,141.463501,60040000
2021-09-20,139.000198,139.362503,137.052994,139.016998,139.016998,34918000
2021-09-21,140.117004,140.811600,138.905502,139.646500,139.646500,18130000
