DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,CME_MRY0: Infant mortality rate,_T: Total,2020,12.2099264480795,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.71390536515093,15.1767079731428,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,CME_MRY0: Infant mortality rate,_T: Total,2020,22.0450193844974,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.0742884139,42.6644494111042,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,CME_MRY0: Infant mortality rate,_T: Total,2020,48.336905219475,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,40.2559627203045,58.0915840048935,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAN: Canada,CME_MRY0: Infant mortality rate,_T: Total,2020,4.37897704153354,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.19364446142858,4.57230018106323,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,CME_MRY0: Infant mortality rate,_T: Total,2020,77.4961760166898,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,47.8996601917147,121.403367611883,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCD: Chad,CME_MRY0: Infant mortality rate,_T: Total,2020,67.4044194742214,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,53.3588418231845,84.758239781846,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHL: Chile,CME_MRY0: Infant mortality rate,_T: Total,2020,5.77362619506395,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.13542813908588,7.9894852302975,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHN: China,CME_MRY0: Infant mortality rate,_T: Total,2020,5.46605546974465,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.93701831855759,6.0566329735102,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,CME_MRY0: Infant mortality rate,_T: Total,2020,11.3508724454633,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,7.65983343952526,16.655091988289,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COM: Comoros,CME_MRY0: Infant mortality rate,_T: Total,2020,47.2330330239178,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,23.6413738760761,96.3974865555228,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COG: Congo,CME_MRY0: Infant mortality rate,_T: Total,2020,32.9788172849591,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,20.2489888595782,52.1665906944888,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COK: Cook Islands,CME_MRY0: Infant mortality rate,_T: Total,2020,6.32256991499063,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.56269821314037,11.445621167973,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CRI: Costa Rica,CME_MRY0: Infant mortality rate,_T: Total,2020,6.73447944750861,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.40330978454811,7.09342458234303,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,HRV: Croatia,CME_MRY0: Infant mortality rate,_T: Total,2020,3.87191455160108,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.50653250452227,4.29399129565395,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CUB: Cuba,CME_MRY0: Infant mortality rate,_T: Total,2020,4.08139074925294,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.4045397365278,5.03154186959514,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CYP: Cyprus,CME_MRY0: Infant mortality rate,_T: Total,2020,2.25374013370459,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,1.67510642990369,3.18965984201009,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CZE: Czechia,CME_MRY0: Infant mortality rate,_T: Total,2020,2.32417470627775,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.15622223681554,2.50045344169185,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CIV: Côte d'Ivoire,CME_MRY0: Infant mortality rate,_T: Total,2020,57.8842994179956,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,46.2060843332351,71.8651140492879,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,CME_MRY0: Infant mortality rate,_T: Total,2020,11.6,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.1,14.9,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,CME_MRY0: Infant mortality rate,_T: Total,2020,63.7936925006403,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,42.5003840885382,92.4765551048962,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DNK: Denmark,CME_MRY0: Infant mortality rate,_T: Total,2020,3.1277860856265,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.7766145588265,3.48844859457212,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DJI: Djibouti,CME_MRY0: Infant mortality rate,_T: Total,2020,47.1809417857165,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,28.1746047977931,76.0745295502368,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DMA: Dominica,CME_MRY0: Infant mortality rate,_T: Total,2020,31.6944171240018,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,26.9566965196702,37.3516306868649,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,CME_MRY0: Infant mortality rate,_T: Total,2020,27.8670078445592,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,21.6958216062233,35.445977213282,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,CME_MRY0: Infant mortality rate,_T: Total,2020,11.148845845585,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,10.1245859730245,12.2281992248755,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,CME_MRY0: Infant mortality rate,_T: Total,2020,16.6459973206009,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.3143267482723,24.2304184671796,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLV: El Salvador,CME_MRY0: Infant mortality rate,_T: Total,2020,11.0818944784736,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.84640256636361,18.2145608612475,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GNQ: Equatorial Guinea,CME_MRY0: Infant mortality rate,_T: Total,2020,58.2799646335299,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,35.9637785981679,94.7882062221188,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ERI: Eritrea,CME_MRY0: Infant mortality rate,_T: Total,2020,29.6943752161186,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,17.9125019814437,47.0170881006912,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EST: Estonia,CME_MRY0: Infant mortality rate,_T: Total,2020,1.65198841922776,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,1.39369710735662,1.9600009635905,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SWZ: Eswatini,CME_MRY0: Infant mortality rate,_T: Total,2020,37.4246543513155,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,24.4447641213168,56.6683262435435,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ETH: Ethiopia,CME_MRY0: Infant mortality rate,_T: Total,2020,35.3741044035634,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,29.3488366131378,42.1535922442085,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FJI: Fiji,CME_MRY0: Infant mortality rate,_T: Total,2020,23.0281360324919,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,21.3034201020164,24.8225898011018,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FIN: Finland,CME_MRY0: Infant mortality rate,_T: Total,2020,1.88198575060394,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,1.70479276275686,2.08333389696064,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FRA: France,CME_MRY0: Infant mortality rate,_T: Total,2020,3.44755873033262,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.26656103554163,3.63504478808046,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GAB: Gabon,CME_MRY0: Infant mortality rate,_T: Total,2020,30.6856061714366,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,19.8722412993476,45.4528404891929,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GMB: Gambia,CME_MRY0: Infant mortality rate,_T: Total,2020,34.7389272854694,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,29.5108350773827,40.6249494911291,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GEO: Georgia,CME_MRY0: Infant mortality rate,_T: Total,2020,8.23411503273217,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,7.10268230147074,9.60782670286017,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,CME_MRY0: Infant mortality rate,_T: Total,2020,3.09994600371814,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.00446639417377,3.196245607949,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,CME_MRY0: Infant mortality rate,_T: Total,2020,33.0218528256096,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,26.7139050205654,40.5921517456116,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,CME_MRY0: Infant mortality rate,_T: Total,2020,3.58238900572327,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.20664087446207,4.00483271431759,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRD: Grenada,CME_MRY0: Infant mortality rate,_T: Total,2020,14.5285570069973,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.4544142058739,18.4066418494834,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,CME_MRY0: Infant mortality rate,_T: Total,2020,20.0553987498935,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.014483017119,26.5047339996411,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GIN: Guinea,CME_MRY0: Infant mortality rate,_T: Total,2020,61.9920499671594,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,52.4267554794067,74.2156901212823,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GNB: Guinea-Bissau,CME_MRY0: Infant mortality rate,_T: Total,2020,51.4015544723207,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,34.2444286320472,77.2398751118405,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GUY: Guyana,CME_MRY0: Infant mortality rate,_T: Total,2020,23.7814204057744,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.7573051565624,37.9232101557317,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,HTI: Haiti,CME_MRY0: Infant mortality rate,_T: Total,2020,46.6552763929079,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,35.2964516804005,62.1513615304061,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,HND: Honduras,CME_MRY0: Infant mortality rate,_T: Total,2020,13.9444567440303,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,8.75219645337564,21.6936263804047,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,HUN: Hungary,CME_MRY0: Infant mortality rate,_T: Total,2020,3.3601582570513,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.12484076948702,3.60353489287216,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ISL: Iceland,CME_MRY0: Infant mortality rate,_T: Total,2020,1.54225479408127,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,1.16145682700443,2.04855069498334,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,IND: India,CME_MRY0: Infant mortality rate,_T: Total,2020,27.0121667096685,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,23.9796647308195,30.0694019100674,,"The most recent national official estimate of infant mortality rate in India are from the India Sample Registration System with a rate of 30 deaths per 1,000 live births, respectively, in the year 2019.",,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,IDN: Indonesia,CME_MRY0: Infant mortality rate,_T: Total,2020,19.5475976495156,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.977637108921,23.736607730762,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,IRN: Iran (Islamic Republic of),CME_MRY0: Infant mortality rate,_T: Total,2020,11.1398639510592,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.53318900844314,18.924240311307,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,IRQ: Iraq,CME_MRY0: Infant mortality rate,_T: Total,2020,21.3163941691165,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,16.3979973452424,27.4824382594988,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,IRL: Ireland,CME_MRY0: Infant mortality rate,_T: Total,2020,2.61938826471969,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.21916563423983,3.06733891511432,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ISR: Israel,CME_MRY0: Infant mortality rate,_T: Total,2020,2.90476282396493,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.69572531194989,3.12445381071167,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ITA: Italy,CME_MRY0: Infant mortality rate,_T: Total,2020,2.46950571860686,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.32857927661822,2.60875426376163,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,JAM: Jamaica,CME_MRY0: Infant mortality rate,_T: Total,2020,11.431907587897,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.14426859211325,20.9244278051249,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,JPN: Japan,CME_MRY0: Infant mortality rate,_T: Total,2020,1.81972510812459,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,1.73339552305292,1.91449312433773,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,JOR: Jordan,CME_MRY0: Infant mortality rate,_T: Total,2020,12.9227850612199,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.35431934351814,17.6586080283038,,,,UN_IGME,,,,,,_T: Total
