,price,space,room,bedroom,furniture,latitude,longitude
46,392100,120.0,3,2,1,41.7103615,44.7284963
47,362500,94.0,3,2,1,41.7141725,44.7596077
48,382200,97.0,3,2,0,41.7098352,44.7730487
49,247100,70.0,3,2,1,41.737431462434,42.832372853644
50,346000,68.0,2,1,1,41.725054,44.7545015
51,362500,130.0,4,3,1,41.7211627,44.7805689
52,230700,106.0,4,3,0,41.7080349,44.8590477
53,395400,115.0,3,2,1,41.7260891,44.7744363
54,270200,120.0,4,2,0,41.7245209,44.7537885
55,293300,81.0,3,2,1,41.738955748071,44.780849339305
56,237200,70.0,3,2,0,41.7245209,44.7537885
57,492900,209.2,4,3,0,41.6864362,44.82367
58,350500,145.7,4,3,0,41.69230965,44.8215410733055
59,328400,138.4,3,2,0,41.6866598,44.8379845
60,248800,96.0,3,2,0,41.719203022265,44.766260350378
61,247100,100.0,4,3,0,41.6866598,44.8379845
62,411900,98.5,4,3,1,41.6828966409451,44.82326824849122
63,266200,113.0,3,3,0,41.69230965,44.8215410733055
64,131800,62.0,2,1,1,41.7341813,44.728036935007
65,224100,61.0,2,1,0,41.7260891,44.7744363
66,168100,73.0,3,2,0,41.7260323,44.7995087
67,228900,96.5,3,2,0,41.6866598,44.8379845
68,256900,106.8,3,3,0,41.6835977,44.835621
69,181200,55.0,3,2,1,41.731137358932,44.76761744615
70,362500,116.0,3,2,1,41.7210455,44.7405122
71,329500,65.0,3,2,1,41.7128448,44.7605542
73,257000,80.0,3,2,1,41.7267227,44.786055
74,138400,60.0,2,1,0,41.7800855,44.7796584
75,510700,170.0,5,3,1,41.716068,44.7854635
76,121900,105.0,2,1,1,41.77670058780362,44.80865797130119
77,280100,69.0,2,1,0,41.7249652,44.7765248
78,110700,65.0,2,1,0,41.6921919,44.837163856355
79,299900,91.0,4,3,0,41.707897,44.731694452423
80,313000,118.0,4,2,1,41.717140667759736,44.771084095367996
81,280100,80.0,3,2,1,41.730843724576,44.73794592739
82,303100,102.0,3,2,0,41.703737831241,44.767565985702
83,271800,75.0,2,1,1,41.7103615,44.7284963
84,263600,61.0,3,2,1,41.71114765,44.794782256515
85,258700,70.0,2,1,1,41.7077917,44.7645692
86,240500,53.0,2,1,1,41.722811,44.7509454
87,258700,80.0,2,1,1,41.7103615,44.7284963
88,181200,65.0,2,1,0,41.7172959,44.7752025
90,102100,45.0,2,1,1,41.7022129,44.7856469
91,214200,74.0,3,2,1,41.7093734,44.7698209
92,184500,52.0,3,2,1,41.73188365,44.836876299366
93,296600,87.0,3,2,0,41.6828831,44.8238154
94,280100,72.0,2,1,0,41.7245209,44.7537885
95,724900,200.0,6,4,0,41.7081011,44.7696196
96,428400,60.0,2,1,1,41.7245209,44.7537885
97,191100,87.0,3,2,1,41.7206103,44.7106871
98,131800,88.0,3,2,0,41.8068798,44.8300802
100,153200,70.0,2,1,0,41.7282988,44.733134
102,98900,34.0,2,1,0,41.72447122207191,44.7922927584751
103,181200,53.0,2,1,1,41.7245209,44.7537885
104,214200,76.0,3,2,0,41.73188365,44.836876299366
105,158200,51.0,2,1,0,41.7206004,44.7232035
106,230700,53.0,2,1,0,41.7240689,44.7299815
107,339400,107.0,4,2,0,41.73188365,44.836876299366
108,527200,128.0,4,2,0,41.6905169,44.7980186
110,237200,70.0,3,2,1,41.7245209,44.7537885
111,385500,97.82,3,2,1,41.77159297185159,44.77747472216265
112,329200,111.0,4,2,0,41.6914756,44.8049127
113,169700,77.0,2,1,0,41.7264095,44.7228375
115,80700,31.0,2,1,0,41.688172,44.8311761
116,247100,60.0,3,2,0,41.73188365,44.836876299366
117,181200,69.0,2,1,0,41.7679459,44.7677435
118,270200,87.0,3,2,1,41.725054,44.7545015
119,80700,45.0,2,1,0,41.7013668,44.7687247
120,197700,40.0,2,1,1,41.7040297,44.7902278
121,181200,55.0,3,2,0,41.7024835,44.8069652
122,191100,60.0,2,1,0,41.7704323,44.7748777
123,46100,35.0,1,1,0,41.688390797589,44.883605557186
124,214200,85.0,2,1,0,41.7704323,44.7748777
126,95600,42.0,2,1,0,41.7054409,44.8072665
127,115300,60.0,3,2,0,41.6988174,44.8818285
128,52700,40.0,2,1,0,41.688390797589,44.883605557186
129,355900,120.0,4,3,0,41.6755919,44.830976
130,98900,75.0,3,2,0,41.688390797589,44.883605557186
131,319600,88.0,3,2,1,41.725054,44.7545015
132,237200,70.0,3,2,0,41.7260891,44.7744363
133,347600,144.5,4,3,0,41.6866598,44.8379845
135,118600,90.0,3,2,0,41.688390797589,44.883605557186
136,189500,64.0,3,2,0,41.6894847,44.7924223
137,197700,60.0,3,2,0,41.7245209,44.7537885
140,194400,100.0,3,2,1,41.8040628,44.815517
141,988500,290.0,5,3,1,41.7687623,44.724123229951
142,181200,90.0,4,3,0,41.8040628,44.815517
143,823100,218.0,6,3,0,41.7687623,44.724123229951
144,158200,98.0,2,0,1,41.766570647355,44.776543649329
145,168100,72.0,3,2,0,41.7051656,44.8721895
147,84000,37.0,2,1,0,41.7938348,44.8219687
149,46100,35.0,1,1,0,41.687249664773,44.883951800571
150,220800,66.0,2,1,1,41.7266037,44.729069
151,115300,43.0,2,1,1,41.6887569,44.8909178
152,263600,80.0,4,4,1,41.797204425678,44.767496711326
153,138400,75.0,3,2,0,41.7335333,44.798583
154,158200,120.0,4,3,0,41.688390797589,44.883605557186
155,97700,38.89,2,1,1,41.7903068,44.7593516
156,65900,50.0,2,1,0,41.686865080581,44.883780139205
157,176000,67.0,3,2,1,41.7903068,44.7593516
158,176300,88.0,3,2,0,41.7245209,44.7537885
159,288300,110.0,3,2,0,41.7260891,44.7744363
160,85700,65.0,2,1,0,41.688390797589,44.883605557186
161,240500,70.0,3,2,0,41.7224121,44.7720785
162,131800,74.0,3,2,0,41.690604434318,44.864366041587
163,214200,54.0,3,2,1,41.73188365,44.836876299366
165,378900,110.0,3,2,1,41.727041,44.7502019
166,362500,98.0,4,3,0,41.7206103,44.7106871
167,346000,80.0,3,2,1,41.7103615,44.7284963
168,188500,105.0,3,2,0,41.7954972,44.8190233
171,258700,106.8,3,2,0,41.6866598,44.8379845
172,326100,138.4,3,2,0,41.6864362,44.82367
173,258700,106.8,3,2,0,41.6864362,44.82367
174,389800,164.3,4,3,0,41.6864362,44.82367
175,346000,106.8,4,3,1,41.6864362,44.82367
176,97200,52.0,3,2,0,41.6860511,44.8779507
177,492900,209.2,5,0,0,41.6866598,44.8379845
178,266200,113.0,3,3,0,41.6864362,44.82367
179,171300,58.0,2,1,1,41.7641407,44.777614297418
183,164800,30.0,1,1,0,41.7172959,44.7752025
184,339400,130.14,4,3,0,41.7314132,44.7782974
186,125200,63.0,2,1,0,41.7874621,44.749969
187,77400,25.0,1,1,1,41.6728267,44.8838567
188,100500,44.0,2,1,0,41.7034618,44.8498781
189,126900,38.0,1,1,0,41.74399300373,44.772326568568
190,237200,64.0,3,2,1,41.725092,44.7739729
191,201000,72.0,3,2,0,41.7903068,44.7593516
193,593100,151.0,3,2,1,41.725054,44.7545015
194,98900,40.0,2,1,1,41.6988174,44.8818285
195,93900,42.0,2,1,0,41.73188365,44.836876299366
196,131500,61.4,2,1,0,41.6828831,44.8238154
197,191400,74.0,3,2,0,41.6828831,44.8238154
198,97200,47.0,1,1,0,41.7954972,44.8190233
199,181200,76.0,3,2,1,41.7918749,44.7553665
200,94900,56.0,2,1,0,41.7903068,44.7593516
201,296600,65.0,2,1,0,41.7081011,44.7696196
202,250400,92.0,3,2,1,41.7206103,44.7106871
203,220800,65.0,3,2,0,41.73188365,44.836876299366
204,154900,55.0,2,1,1,41.7206103,44.7106871
205,120300,51.0,2,1,0,41.7058381,44.8528927
206,296600,104.0,3,2,1,41.7081011,44.7696196
207,181200,57.0,2,1,1,41.6964053,44.7938526
208,224100,85.0,3,2,1,41.6890885,44.836671
209,197700,67.0,3,2,0,41.7224121,44.7720785
210,138400,40.0,2,1,0,41.7245209,44.7537885
211,214200,60.0,3,2,1,41.7224121,44.7720785
212,148300,75.0,3,2,0,41.72981255,44.73330339417
213,108700,42.0,2,1,1,41.6883397,44.8325599
214,210900,70.0,3,2,0,41.7224121,44.7720785
215,296600,100.0,5,3,0,41.7052106,44.7904878
216,240500,87.0,2,1,0,41.7279282,44.7680255
218,280100,110.0,5,3,0,41.7927141,44.7611428
219,444800,100.0,4,2,1,41.688653,44.8336218
220,263600,100.0,3,2,1,41.7093734,44.7698209
221,214200,87.0,3,2,0,41.7259992,44.7860003
222,1285100,226.0,5,4,1,41.6894847,44.7924223
223,201000,55.0,2,2,0,41.727196,44.7281978
224,355900,98.0,3,2,1,41.7224121,44.7720785
225,194400,55.0,3,2,0,41.7224121,44.7720785
226,329500,118.0,3,2,0,41.722188977234,44.767785598142
227,197700,64.0,3,2,1,41.7245209,44.7537885
228,118600,48.0,2,1,1,41.7903068,44.7593516
229,194400,60.0,2,1,1,41.7307343,44.7439254
230,118600,80.0,3,2,0,41.798161966184,44.82049281922
232,184500,55.0,3,2,0,41.7595839,44.774485474685
233,98900,45.0,3,2,1,41.73188365,44.836876299366
234,428400,113.0,4,3,0,41.725054,44.7545015
235,240500,90.0,3,2,0,41.7341813,44.728036935007
236,187800,68.0,3,2,1,41.7954972,44.8190233
238,823400,238.0,6,4,1,41.7210455,44.7405122
240,140000,50.0,2,1,0,41.7206004,44.7232035
241,95500,71.0,4,3,0,41.6640361,44.9150779
242,181200,70.0,4,3,0,41.797398640701,44.82325157524
244,362500,110.0,4,3,1,41.718769,44.7069129
246,553600,76.0,3,2,1,41.6905169,44.7980186
247,605000,107.0,3,2,0,41.722811,44.7509454
248,444800,122.0,4,3,0,41.7098352,44.7730487
249,214200,117.0,4,3,1,41.7954972,44.8190233
250,65900,68.0,2,1,0,41.7554926,44.766335
251,242200,86.3,3,2,0,41.7331648,44.7411031
252,444800,155.0,4,3,0,41.7206103,44.7106871
253,184500,62.4,3,2,0,41.7394206,44.756602088677
254,560200,171.0,4,3,1,41.7117382,44.7928453
256,156500,55.6,3,2,0,41.7335333,44.798583
258,247100,90.0,3,2,1,41.71830105,44.822817520112
259,157500,60.0,2,1,0,41.725203,44.7425619
260,263600,58.0,2,1,1,41.7091395,44.7616907
261,346000,70.0,3,2,1,41.71618947596,44.71960587311
262,544000,127.0,3,2,1,,
263,133500,42.0,2,1,1,41.720566881146,44.760567849919
264,214200,55.0,2,1,1,41.7078907,44.7957079
265,346000,81.0,3,2,1,41.6710145,44.8418127
267,230700,111.0,4,3,1,41.792110493843,44.760762989139
268,257000,114.5,4,3,0,41.741606810974,44.773725964423
269,396500,57.3,2,1,0,41.712056756552,44.754062066326
270,253700,86.0,3,2,0,41.722688196146,44.730161141516
271,286700,97.0,3,2,1,41.765863901588,44.790525596733
272,250400,80.0,4,3,1,41.672957647884,44.834812026323
273,631700,142.0,4,3,0,41.72301095,44.757250550764
274,440900,78.0,3,2,1,41.6964053,44.7938526
275,312700,73.1,2,1,1,41.7093734,44.7698209
276,329500,110.0,4,2,0,41.7704323,44.7748777
277,163400,62.0,2,1,0,41.721422430582,44.738512747656
279,155500,59.0,2,1,0,41.721422430582,44.738512747656
281,207600,107.5,3,2,0,41.758119177047,44.774553259818
282,272300,87.0,3,2,0,41.7260891,44.7744363
283,151600,55.0,2,2,1,41.697754258307,44.963490268706
284,369100,140.0,3,2,0,41.7022129,44.7856469
285,112000,30.0,2,0,0,41.70843486438247,44.78413127896172
288,449800,130.0,4,3,0,41.72281560466,44.745243458325
289,324400,107.0,3,2,1,41.722174106802,44.766847092017
290,115300,48.0,2,1,0,41.788064044271,44.750043750935
291,283400,72.0,2,1,0,41.714623535537,44.799397689455
292,510700,200.0,5,3,1,41.727703618932765,44.79251792127266
293,262000,100.0,4,3,1,41.743789090562,44.792924467027
296,494300,110.0,3,2,1,41.709913421193,44.7879070905
297,113700,42.0,2,1,0,41.79346875,44.822745752323
298,148300,54.5,2,1,0,41.80050295,44.830899413631
299,214200,102.0,3,2,0,41.76787167958,44.772925051872
300,207600,72.0,3,2,1,41.7364242,44.7822534
301,329200,108.0,5,4,0,41.721804814083,44.781013631859
302,126900,80.0,3,2,1,41.781181051246,44.819223349668
303,295700,97.0,3,2,0,41.721468770899,44.781148769708
304,202600,58.0,2,1,0,41.721466748044,44.781147934502
305,157100,52.0,2,1,0,41.721779544961,44.781016678062
307,149100,58.0,2,1,0,41.721644339922,44.780870008926
308,141700,65.0,3,2,0,41.7271321,44.7880765
309,82400,57.0,2,1,0,41.7677108,44.7876522
310,234000,120.0,5,4,0,41.79553227984,44.757990286562
311,125200,40.0,2,1,0,41.7554926,44.766335
312,164800,96.0,4,3,0,41.7856281,44.8219953
313,202000,58.0,2,1,1,41.707897,44.731694452423
314,164800,65.0,2,1,1,41.6880141,44.8118123
315,210900,67.0,3,2,1,41.677494,44.846858
316,112000,48.0,2,1,0,41.7903068,44.7593516
317,280100,195.0,3,2,1,41.688671,44.8106334
318,659300,234.0,6,3,0,41.7309687,44.7564179
319,108700,50.0,1,0,1,41.802569824039,44.82683327087
320,214200,82.0,3,2,1,41.7034618,44.8498781
321,510700,146.0,3,2,1,41.7093734,44.7698209
322,273500,85.0,4,2,1,41.723070023161,44.719444395258
325,6287100,53.0,3,2,1,41.7942186,44.7589047
326,593100,200.0,5,3,1,41.73188365,44.836876299366
327,231300,54.0,2,1,1,41.72500677343,44.763974001062
328,154900,45.0,2,1,1,41.71669582262271,44.764359869895486
329,220800,100.0,4,3,0,41.7260323,44.7995087
330,125200,60.0,2,1,0,41.749993966859,44.809204505253
331,286700,74.0,2,1,1,41.699566933054,44.796571334927
332,181200,63.0,2,1,1,41.707897,44.731694452423
333,178000,84.0,4,3,0,41.7659669,44.7925615
334,395400,95.0,3,2,0,41.7093734,44.7698209
335,250400,81.0,4,3,0,41.7704323,44.7748777
336,267500,107.0,4,0,0,41.7659669,44.7925615
337,130000,66.0,3,2,0,41.7659669,44.7925615
338,219100,70.0,3,2,0,41.70205225,44.778889615281
339,126000,61.79,3,2,0,41.7659669,44.7925615
340,180000,88.0,4,0,0,41.7659669,44.7925615
341,221000,108.0,4,3,0,41.7659669,44.7925615
342,227800,112.0,4,2,0,41.7659669,44.7925615
343,148300,70.0,3,2,0,41.7261425,44.792904
344,395400,81.0,2,1,0,41.7091395,44.7616907
345,191100,72.0,3,2,1,41.725054,44.7545015
346,270200,63.0,2,1,0,41.7065248,44.7824697
347,78900,42.0,2,1,0,41.7613081,44.789730120431
348,1054400,130.0,3,2,1,41.7394206,44.756602088677
349,181200,87.0,4,2,0,41.7261425,44.792904
350,138400,53.0,3,2,1,41.792576222741,44.739690252632
351,130200,54.0,2,1,0,41.7679459,44.7677435
352,158200,69.0,2,1,0,41.7364242,44.7822534
353,306400,93.0,3,2,1,41.7063438,44.7747358
355,1482800,135.0,3,2,1,41.70860033007014,44.7558327930806
357,61000,37.0,2,1,0,41.8009667,44.7479015
358,230700,95.0,4,3,1,41.7954972,44.8190233
359,168100,57.0,2,1,1,41.7607336,44.772292737198
360,133500,54.0,3,2,0,41.73188365,44.836876299366
361,197700,58.0,3,2,1,41.7243775,44.7671879
362,290000,75.0,4,2,1,41.6816329,44.8388788
363,93900,31.0,1,1,0,41.7240689,44.7299815
364,83300,36.2,1,1,0,41.7954972,44.8190233
365,105400,64.0,2,1,0,41.6728267,44.8838567
366,161500,100.0,4,3,0,41.7364242,44.7822534
367,187800,60.0,2,1,0,41.7245209,44.7537885
368,757900,103.0,3,2,1,41.7245209,44.7537885
369,115300,42.0,2,1,0,41.7854493,44.824828
370,186200,83.0,3,2,0,41.784601503118,44.828307900653
371,201000,50.0,2,1,1,41.730501928309,44.866624807238
372,104900,49.0,2,1,0,41.745242084279,44.774359473517
376,461300,130.0,5,3,1,41.7081011,44.7696196
377,249600,45.9,2,1,0,41.689993133888,44.78961549948
378,98900,34.0,1,1,0,41.764318671278,44.777536027694
379,102100,35.0,1,0,0,41.73188365,44.836876299366
380,131800,50.0,2,1,1,41.733745510402,44.72406919009
381,164400,61.0,3,2,0,41.730015917647,44.752853535758
382,130200,56.0,3,2,0,41.793388,44.8120996
383,296600,80.0,3,2,0,41.7091395,44.7616907
384,87300,53.0,2,1,0,41.6728267,44.8838567
385,113700,42.0,2,1,0,41.77976216818175,44.835994780468155
386,362500,105.0,3,2,0,41.7103479,44.782901
387,151600,65.0,2,1,0,41.6829162,44.839588
388,117000,48.0,2,1,0,41.720015,44.7407348
389,188600,59.0,2,1,0,41.720091256525,44.710537289719
390,138400,74.0,2,1,1,41.80422995,44.825043469487
391,141700,43.0,2,1,1,41.7172959,44.7752025
392,131800,220.0,4,2,1,41.662245027866,44.702883300852
395,395400,100.0,3,2,0,41.714456118566,44.765956836784
396,149900,91.0,4,3,0,41.697287321592,44.883003153437
397,118600,60.0,2,1,0,41.6988174,44.8818285
398,152900,80.0,3,2,0,41.7954972,44.8190233
400,125200,76.0,3,2,0,41.697287321592,44.883003153437
401,93400,52.0,2,1,0,41.7903068,44.7593516
402,444800,155.0,5,3,0,41.7206103,44.7106871
403,97800,56.0,2,1,0,41.697287321592,44.883003153437
404,47800,25.0,1,1,0,41.799052428473,44.833023502159
405,350100,125.0,3,0,0,41.7103615,44.7284963
406,289600,140.0,5,4,0,41.7564578,44.827391155192
407,227400,78.0,3,2,1,41.7172959,44.7752025
408,175700,84.1,4,3,0,41.7564578,44.827391155192
409,296600,78.0,3,2,1,41.7245209,44.7537885
412,214500,125.0,4,3,0,41.7954972,44.8190233
413,82000,46.0,2,1,0,41.79228605,44.810649013864
414,99500,58.0,2,1,0,41.7954972,44.8190233
415,99800,56.0,2,1,0,41.79228605,44.810649013864
416,117000,63.0,3,2,0,41.7954972,44.8190233
418,500900,160.0,4,3,1,41.7060414,44.7710448
419,102100,39.0,2,1,0,41.6828831,44.8238154
420,169300,95.0,3,2,0,41.79346875,44.822745752323
421,187800,95.0,4,3,0,41.671972267345,44.875796764249
422,121600,63.0,3,2,0,41.79228605,44.810649013864
424,154900,68.0,3,2,0,41.6828831,44.8238154
425,82400,33.0,1,0,1,41.7757895,44.7950346
426,543700,157.0,5,0,0,41.7081011,44.7696196
429,49400,33.0,1,1,0,41.704135060093,44.964186220968
430,217500,72.0,3,2,0,41.7595839,44.774485474685
431,234000,56.0,2,1,1,41.7260891,44.7744363
432,247100,115.0,3,2,0,41.7357001,44.77002
433,197700,83.0,3,2,0,41.79923401398494,47.238277194471976
434,204300,97.8,3,2,1,41.672584748503,44.847147346262
435,214200,91.0,4,3,0,41.6883397,44.8325599
436,121900,51.0,2,1,0,41.7757895,44.7950346
437,207600,82.0,4,3,0,41.7874621,44.749969
438,120300,51.0,2,1,0,41.7902207,44.7587974
439,313000,100.0,3,0,1,41.7098352,44.7730487
440,270200,83.2,3,2,0,41.723523732825,44.762523420269
441,121900,125.0,4,3,0,41.6828831,44.8238154
443,125200,47.4,2,1,0,41.749013652356,44.7878789011
444,89000,58.0,3,2,1,41.784960957225,44.776087812303
445,184500,68.0,3,2,1,41.73188365,44.836876299366
446,181200,58.0,2,1,1,41.7704323,44.7748777
447,187800,58.0,2,1,0,41.7206103,44.7106871
449,477800,135.0,3,2,1,41.7226517,44.7658236
450,78200,120.0,4,3,0,41.721673508738,44.754181499065
451,222400,150.0,5,0,0,41.7731415,44.798383538237
452,204300,56.0,2,1,1,41.73188365,44.836876299366
453,149900,58.44,2,1,0,41.7595839,44.774485474685
454,197700,75.0,4,2,1,41.7206004,44.7232035
456,108700,75.0,2,1,1,41.8068798,44.8300802
457,214200,85.0,3,2,1,41.696096,44.860788
458,329500,100.0,4,2,1,41.687117042806,44.834811685733
459,214200,70.0,3,2,1,41.7731729,44.7800877
460,126900,50.0,3,2,0,41.7856281,44.8219953
461,126900,50.0,3,2,0,41.7954972,44.8190233
462,92300,43.0,2,1,0,41.7034618,44.8498781
464,120300,50.0,2,1,0,41.7034618,44.8498781
466,177900,87.0,3,2,0,41.80050295,44.830899413631
467,148300,105.0,4,3,0,41.6988174,44.8818285
468,105200,57.0,2,1,0,41.793410351159,44.765621342695
469,214200,85.0,2,1,1,41.7595839,44.774485474685
470,790800,258.0,10,3,1,41.707809239199,44.75411329416
471,593100,170.0,6,3,1,41.707614879895,44.754582212556
473,494300,150.0,4,3,0,41.7093734,44.7698209
474,131800,80.0,3,2,0,41.676277855835,44.831206970832
475,157800,84.0,3,2,0,41.7903068,44.7593516
476,221800,80.0,4,3,1,41.7364242,44.7822534
477,527200,122.0,4,3,0,41.722811,44.7509454
478,84000,48.0,2,1,0,41.7245209,44.7537885
479,201000,100.0,3,2,0,41.7206103,44.7106871
480,224100,90.0,3,2,1,41.7245209,44.7537885
481,220800,73.0,3,2,1,41.722774153431,44.707968484672
482,158200,58.0,2,1,0,41.7081011,44.7696196
483,102000,52.0,2,1,0,41.772663849931,44.766617449311
484,184500,73.0,2,1,0,41.703743394888875,44.79040231064647
485,54400,36.0,2,1,0,41.734926252098,44.829418492098
486,95600,50.0,2,1,0,41.7935155,44.7377903
487,121900,49.0,2,1,1,42.060255722428,45.010960641202
488,90900,46.0,2,1,0,41.788673439775,44.801983679702
489,177900,63.0,3,2,1,41.677207189171,44.874873398684
490,93700,49.9,2,1,0,41.788729483433,44.801979512308
491,168100,67.0,3,2,1,41.70022793667,41.578522402501
492,181200,50.0,2,1,1,41.71864115,44.7650320085427
494,405300,130.0,4,3,0,41.716068,44.7854635
495,168100,86.0,3,2,0,41.7874621,44.749969
496,395400,125.0,5,3,0,41.7245209,44.7537885
497,161500,72.0,3,2,0,41.725203,44.7425619
498,266200,101.0,4,3,0,41.7081011,44.7696196
499,98900,40.0,1,1,1,41.75459175,44.774178105362
500,299600,107.0,4,3,0,41.723526313173,44.706270749839
501,92300,48.0,2,1,0,41.7954972,44.8190233
502,230700,72.6,3,0,0,41.76582811399578,44.7723900946321
503,166500,58.0,2,1,0,41.724019160464,44.706074449633
504,148300,50.0,2,1,1,41.7659669,44.7925615
505,145600,52.0,2,1,0,41.723967525336,44.705990904168
506,226200,78.0,3,2,0,41.723956217431,44.706145248293
507,121900,42.0,3,2,1,41.729176906081,44.733408427897
508,80800,43.0,2,1,0,41.772566495957,44.766440875718
509,675400,183.0,5,4,0,41.718925243164,44.779029647998
510,111800,57.0,2,2,0,41.77265350759561,44.766866981057944
511,137200,70.0,3,2,0,41.772535041022,44.766952488585
512,201000,85.0,3,2,0,41.7861606,44.7654904
513,378900,104.0,3,2,0,41.7198534,44.7780999
514,266100,85.0,2,1,0,41.71859680073291,44.77860407951124
515,201000,70.0,3,2,1,41.758931484197,44.772508343485
516,237200,103.0,4,2,0,41.753766783197,44.774452164364
517,214200,58.4,2,1,1,41.682286901725,44.840552935713
518,196100,86.0,3,2,0,41.73296919371785,44.770571088110785
519,159800,56.0,3,2,0,41.72568694581554,44.71918929745328
520,281400,85.4,3,2,0,41.71856570579226,44.77867967908119
521,148300,63.5,2,2,1,41.724525490818,44.803706019164
522,146600,61.0,2,1,1,41.7230304,44.7080114
524,90600,41.0,2,1,1,41.6761108,44.8481344
525,421800,170.0,3,2,1,41.727057627168904,44.779614953614185
531,460300,190.0,4,2,0,41.7245209,44.7537885
532,856700,104.0,4,2,1,41.703633247953945,44.77001635102499
533,148300,54.0,2,1,1,41.800514946657,44.830159123466
534,93900,55.0,2,1,0,41.68686877380753,44.885888709754084
536,205900,61.0,2,1,1,41.6793871,44.8200128
537,303100,115.0,4,3,0,41.69357112606343,44.76635553621702
538,87000,48.0,2,1,0,41.7918749,44.7553665
539,266900,77.0,2,1,0,41.73188365,44.836876299366
540,151600,56.0,3,2,1,41.7903068,44.7593516
541,102100,57.0,2,1,0,41.7918749,44.7553665
542,89000,44.0,2,1,0,41.8015417,44.8271721
543,159800,48.0,2,1,1,41.749964169444,44.78359545986
546,474500,192.0,4,3,1,41.72895845,44.724187548102
547,97200,45.0,1,1,0,41.7245209,44.7537885
548,118600,60.0,3,2,1,41.7891648,44.7414596
549,240500,113.0,3,2,0,41.7355077,44.7785372
550,120300,45.0,2,1,1,41.8040628,44.815517
551,171300,100.0,2,1,0,41.72981255,44.73330339417
552,253700,86.0,3,2,1,41.7245209,44.7537885
553,461300,120.0,4,3,0,41.7093734,44.7698209
554,110400,48.0,3,1,0,41.7902207,44.7587974
555,133500,50.0,2,1,1,41.7925166,44.7395589
556,197700,80.0,5,3,0,41.7260323,44.7995087
557,197700,82.0,3,2,1,41.741674441745,44.773855853728
558,138400,56.0,2,1,0,41.7704323,44.7748777
560,149900,85.0,3,2,0,41.7903068,44.7593516
561,192800,85.0,3,2,0,41.7903068,44.7593516
562,192800,85.0,3,2,0,41.7918749,44.7553665
563,204100,59.0,3,2,0,41.719693462209,44.781536284623
564,163100,90.0,3,2,0,41.7607336,44.772292737198
565,161500,65.0,3,2,1,41.7731415,44.798383538237
566,69700,47.0,2,1,0,41.7950174,44.7451546
567,107100,35.0,2,1,0,41.7276747,44.7469091
568,164800,45.0,2,1,0,41.720445791258,44.761135642605
569,73600,47.5,2,1,0,41.796127239103,44.755334736606
570,149900,67.0,5,2,1,41.698464927968,44.874017907263
571,113700,73.4,4,2,0,41.79588752169,44.7551487143
572,68100,44.0,2,1,0,41.796014814007,44.755239106962
573,53400,36.0,1,1,0,41.7950174,44.7451546
574,176500,119.0,5,3,0,41.7950174,44.7451546
