folder,image_name,coins_count
all_coins,e58d420bba.jpg,1
all_coins,e7047cebbb.jpg,5
all_coins,e87b700514.jpg,23
all_coins,e893dcbca8.jpg,4
all_coins,e982d8d424.jpg,2
all_coins,ea2f399c2c.jpg,12
all_coins,ecb30e89ac.jpg,10
all_coins,ecf7752465.jpg,1
all_coins,f14da4ee62.jpg,4
all_coins,f35a790bd0.jpg,14
all_coins,f5fd0e7e9b.jpg,12
all_coins,f8101d6dd1.jpg,5
all_coins,f8b6b6d100.jpg,4
all_coins,f8cc6f7201.jpg,5
all_coins,fa5950f31e.jpg,1
china_coins,02e699f79d.jpg,1
china_coins,04a8138ea5.jpg,2
china_coins,063bece950.jpg,6
china_coins,0652e0440f.jpg,3
china_coins,06da1e60cc.jpg,2
china_coins,07ceece621.jpg,1
china_coins,0871f059de.jpg,2
china_coins,08d2b6eda9.jpg,19
china_coins,09538b2334.jpg,1
china_coins,0d0ac3a88a.jpg,16
china_coins,0e718de582.jpg,7
china_coins,0ee766febf.jpg,1
china_coins,1175dc22b9.jpg,18
china_coins,125162ad58.jpg,2
china_coins,12582fe8f1.jpg,8
china_coins,12cacddb04.jpg,16
china_coins,143e98adb1.jpg,2
china_coins,1747d2af5a.jpg,6
china_coins,1950b241a8.jpg,1
china_coins,1acabdc3c1.jpg,1
china_coins,1b53e51ae8.jpg,1
china_coins,1da0bb4e1c.jpg,9
china_coins,1eff34a51a.jpg,2
china_coins,208133d902.jpg,5
china_coins,227130705a.jpg,2
china_coins,23bc51081c.jpg,7
china_coins,2413c6b7c1.jpg,2
china_coins,24bc5f6e9f.jpg,3
china_coins,2773217ea5.jpg,2
china_coins,292ab178e0.jpg,9
china_coins,2c1e478f4f.jpg,2
china_coins,2e9f5856fe.jpg,2
china_coins,2ed1c4e5ab.jpg,2
china_coins,2f671c984f.jpg,2
china_coins,30824c01c0.jpg,1
china_coins,319c68de53.jpg,49
china_coins,32902465b4.jpg,2
china_coins,332dd30533.jpg,1
china_coins,33f92a7c9a.jpg,2
china_coins,351727081d.jpg,2
china_coins,35725ca007.jpg,2
china_coins,3636f26c6e.jpg,2
china_coins,366afbecee.jpg,2
china_coins,38427303fa.jpg,3
china_coins,3860162c9e.jpg,1
china_coins,388d452d4d.jpg,4
china_coins,3911c0ca2f.jpg,1
china_coins,3c07d2187c.jpg,1
china_coins,3cbd0cd971.jpg,1
china_coins,3e18a35d79.jpg,1
china_coins,3e8ad3f0ec.jpg,1
china_coins,41c06915ee.jpg,5
china_coins,43a864822a.jpg,2
china_coins,4740a8da05.jpg,16
china_coins,474630071b.jpg,6
china_coins,485ea6d538.jpg,2
china_coins,4a0718547a.jpg,1
china_coins,4ac89e7716.jpg,2
china_coins,4d2034bf07.jpg,2
china_coins,4ea723e6ff.jpg,2
china_coins,4ec657dc62.jpg,1
china_coins,4edb61a2ec.jpg,6
china_coins,5469ba21b8.jpg,2
china_coins,57887a8ad3.jpg,1
china_coins,57c436585d.jpg,2
china_coins,57e8cf92e6.jpg,1
china_coins,5894b2ca14.jpg,4
china_coins,58c221aed6.jpg,2
china_coins,59d46de1dc.jpg,1
china_coins,5c7495d3ca.jpg,2
china_coins,5d77678548.jpg,6
china_coins,5db3d508da.jpg,1
china_coins,5e0d26b26a.jpg,1
china_coins,5e4d27082b.jpg,7
china_coins,5fa89151aa.jpg,1
china_coins,61bba65828.jpg,1
china_coins,64fd5f818e.jpg,1
china_coins,68af551064.jpg,1
china_coins,68e8937afd.jpg,2
china_coins,6a5cbbe466.jpg,2
china_coins,6b8399d4e5.jpg,2
china_coins,6b8c2b21c0.jpg,3
china_coins,6df4492ed9.jpg,1
china_coins,6f58f116fe.jpg,1
china_coins,7689a78845.jpg,4
china_coins,7867fe26a2.jpg,1
china_coins,7b0a11f226.jpg,2
china_coins,7bfa2573b2.jpg,1
china_coins,7d4847e142.jpg,1
china_coins,7dc2f1ef79.jpg,8
china_coins,7e3aab75a5.jpg,2
china_coins,7ea2d9c5ee.jpg,2
china_coins,7f19658cb5.jpg,2
china_coins,800af58787.jpg,1
china_coins,8177a8bbbc.jpg,8
china_coins,821697aab4.jpg,2
china_coins,82ace919e3.jpg,2
china_coins,8727a19438.jpg,9
china_coins,8a150b4bb6.jpg,2
china_coins,8b85da2bab.jpg,2
china_coins,8c4e113edf.jpg,1
china_coins,8f490a1cb2.jpg,2
china_coins,93eebadc76.jpg,5
china_coins,9409e3b084.jpg,1
china_coins,9936d5f749.jpg,9
china_coins,9975a579df.jpg,1
china_coins,9aa6ef2960.jpg,4
china_coins,9ca0f7f4e0.jpg,15
china_coins,9ce19a1427.jpg,8
china_coins,9f6f222c39.jpg,1
china_coins,9fac954aa3.jpg,1
china_coins,a0d4e8c1e9.jpg,1
china_coins,a27ca1645f.jpg,2
china_coins,a3a56142e2.jpg,2
china_coins,a3afa648bb.jpg,2
china_coins,a4c0e40756.jpg,8
china_coins,a5c303f31d.jpg,2
china_coins,a6453129da.jpg,3
china_coins,a7e7f987fc.jpg,7
china_coins,a8d3f3a595.jpg,2
china_coins,a9565e78a0.jpg,6
china_coins,aab9a625c4.jpg,1
china_coins,aaeb6a019c.jpg,2
china_coins,ad17e4b2ab.jpg,3
china_coins,ad4249fee4.jpg,2
china_coins,ad4356b692.jpg,1
china_coins,ad447361a9.jpg,5
china_coins,af5d14b25e.jpg,2
china_coins,b060c5f004.jpg,1
china_coins,b098debff0.jpg,3
china_coins,b341aa5276.jpg,6
china_coins,b545285cad.jpg,21
china_coins,b548346734.jpg,4
china_coins,b63e7b4535.jpg,2
china_coins,b72e5fc7c9.jpg,21
china_coins,b878cfb624.jpg,1
china_coins,b8ecfd72d9.jpg,2
china_coins,ba61d4837d.jpg,1
china_coins,baacfff666.jpg,1
china_coins,bdbe11a5e4.jpg,2
china_coins,bde8ab72d6.jpg,2
china_coins,be073a7bce.jpg,2
china_coins,c09fcda175.jpg,2
china_coins,c369861356.jpg,1
china_coins,c676cf0fbd.jpg,5
china_coins,c6e4d2fe2a.jpg,3
china_coins,c70fcbbcdf.jpg,1
china_coins,c7b5b21039.jpg,10
china_coins,c8449b8233.jpg,1
china_coins,c8d78bfbf8.jpg,8
china_coins,c9f4867930.jpg,10
china_coins,ca2e2cbe03.jpg,2
china_coins,cb18e4d40f.jpg,1
china_coins,cbc82699fb.jpg,10
china_coins,ce20bfdf54.jpg,9
china_coins,ceee6d3d6b.jpg,3
china_coins,cf5e1b646f.jpg,1
china_coins,d06b667677.jpg,4
china_coins,d22d3b86fb.jpg,12
china_coins,d2826b0621.jpg,1
china_coins,d2ead151fe.jpg,8
china_coins,d33cc1f754.jpg,1
china_coins,d5dafe49a4.jpg,1
china_coins,d65f9cda42.jpg,2
china_coins,d6fc31e378.jpg,1
china_coins,d70ec53e95.jpg,16
china_coins,d9680d927b.jpg,6
china_coins,d9999028d4.jpg,1
china_coins,da5998309f.jpg,1
china_coins,db15b2c8d8.jpg,1
china_coins,dce60ddc91.jpg,6
china_coins,dde5b786d0.jpg,1
china_coins,df7dd61872.jpg,5
china_coins,e06fa59b89.jpg,2
china_coins,e078be6624.jpg,6
china_coins,e1c229607f.jpg,1
china_coins,e3d32c95bf.jpg,2
china_coins,e42293fefb.jpg,6
china_coins,e5214c6883.jpg,2
china_coins,e65a8ba771.jpg,9
china_coins,e7355ec38d.jpg,2
china_coins,e80bfdd799.jpg,6
china_coins,e8bc6cdd77.jpg,1
china_coins,e8e593aaf7.jpg,49
china_coins,ed913853c6.jpg,6
china_coins,ee12218dbf.jpg,2
china_coins,ee3474e6bf.jpg,2
china_coins,eeddd06ffd.jpg,2
china_coins,efa6633bcb.jpg,1
china_coins,f0b4a1ae35.jpg,1
china_coins,f14b57029f.jpg,1
china_coins,f17fb74818.jpg,1
china_coins,f1ea00e156.jpg,5
china_coins,f258182de9.jpg,6
china_coins,f2595d8215.jpg,1
china_coins,f3648f78ff.jpg,1
china_coins,f40e58aa3d.jpg,1
china_coins,f4132c3195.jpg,3
china_coins,f47ea6bddc.jpg,2
china_coins,f560ce419a.jpg,21
china_coins,f5cf4a56ea.jpg,3
china_coins,f687c34368.jpg,4
china_coins,f8acdd9a70.jpg,9
china_coins,f8b98b3770.jpg,1
china_coins,f9f8bf3d0c.jpg,1
china_coins,fa9c3936ca.jpg,3
china_coins,fc2742e40a.jpg,3
china_coins,fc9f88fcae.jpg,1
china_coins,fcbd323006.jpg,3
china_coins,fff51a7712.jpg,2
euro_coins,0017c3b0e6.jpg,2
euro_coins,016bad69c2.jpg,1
euro_coins,01cf2502d5.jpg,2
euro_coins,023a9c7804.jpg,1
euro_coins,026b6bf6ed.jpg,8
euro_coins,03b9ef036d.jpg,6
euro_coins,0449a7f119.jpg,8
euro_coins,0474cca2ab.jpg,1
euro_coins,048646a4b1.jpg,1
euro_coins,04fb6c4fed.jpg,8
euro_coins,08239ad715.jpg,8
euro_coins,0a030b6c5a.jpg,1
euro_coins,0a3ee5dced.jpg,2
euro_coins,0af89feef6.jpg,1
euro_coins,0bececd88b.jpg,8
euro_coins,0d51d01a3a.jpg,1
euro_coins,0dc711d21f.jpg,1
euro_coins,0dfe9d8acd.jpg,1
euro_coins,0e30187668.jpg,8
euro_coins,0fb0786654.jpg,27
euro_coins,104375946f.jpg,23
euro_coins,106a4659be.jpg,1
euro_coins,11670a5c4e.jpg,8
euro_coins,1589adc838.jpg,8
euro_coins,174dd15a12.jpg,16
euro_coins,17879eacc8.jpg,1
euro_coins,1d54ab4349.jpg,1
euro_coins,1ebcf2e154.jpg,1
euro_coins,1ee845b9ba.jpg,8
euro_coins,2082a2953f.jpg,16
euro_coins,20ebfe0b4b.jpg,2
euro_coins,21284b053f.jpg,1
euro_coins,227865fbd5.jpg,8
euro_coins,26d34d1fe4.jpg,11
euro_coins,2712332a36.jpg,26
euro_coins,27458f671e.jpg,8
euro_coins,274b6c1544.jpg,1
euro_coins,284a779c11.jpg,1
euro_coins,295da09780.jpg,3
euro_coins,2a2f37b5b7.jpg,5
euro_coins,2cdf2aafaa.jpg,2
euro_coins,2d0f6aab12.jpg,1
euro_coins,2df30cff89.jpg,8
euro_coins,2e42a8a028.jpg,3
euro_coins,2f1a258c63.jpg,2
euro_coins,2f20e6f6a3.jpg,9
euro_coins,2fadfde717.jpg,3
euro_coins,35a1c45ae0.jpg,9
euro_coins,37abd5b122.jpg,8
euro_coins,387e8acaae.jpg,1
euro_coins,38f5053be4.jpg,8
euro_coins,3a16ee60d1.jpg,3
euro_coins,3cef209534.jpg,1
euro_coins,3d8d27bd59.jpg,8
euro_coins,3e5f22cfa7.jpg,1
euro_coins,3f32a19322.jpg,2
euro_coins,3faaad8493.jpg,2
euro_coins,40798eb414.jpg,8
euro_coins,43be1b59b6.jpg,1
euro_coins,44d7a5a16f.jpg,2
euro_coins,474a157295.jpg,1
euro_coins,47808cb23d.jpg,39
euro_coins,48e4da63c8.jpg,1
euro_coins,4aee2ba29c.jpg,8
euro_coins,4b5ac94af2.jpg,1
euro_coins,4dc75f545a.jpg,1
euro_coins,4dd74a46b9.jpg,2
euro_coins,4dfdb85e6c.jpg,1
euro_coins,4fa60b1343.jpg,10
euro_coins,514aa4b868.jpg,1
euro_coins,5346a5a991.jpg,7
euro_coins,53cee6eabd.jpg,1
euro_coins,5489ec1fb5.jpg,1
euro_coins,557dc9082e.jpg,5
euro_coins,56063bf99f.jpg,2
euro_coins,5900a5dd22.jpg,1
euro_coins,59cd7eac39.jpg,3
euro_coins,5bdac203cf.jpg,1
euro_coins,605f002373.jpg,8
euro_coins,61236109ef.jpg,8
euro_coins,617ce75a74.jpg,1
euro_coins,6244ebd2a6.jpg,1
euro_coins,625ce723b7.jpg,6
euro_coins,6511355229.jpg,1
euro_coins,65df499473.jpg,2
euro_coins,661fb432d8.jpg,2
euro_coins,669b6b8221.jpg,2
euro_coins,66bbd666dc.jpg,8
euro_coins,67a2b8babd.jpg,2
euro_coins,6b14ae12fd.jpg,5
euro_coins,6c5115967d.jpg,1
euro_coins,6d65516fa2.jpg,16
euro_coins,6e1ffaa89f.jpg,2
euro_coins,6fc012853d.jpg,1
euro_coins,6fcdb71ce8.jpg,2
euro_coins,704ddd18c6.jpg,1
euro_coins,70eb01116a.jpg,1
euro_coins,7281fdb743.jpg,8
euro_coins,73c5a8a67e.jpg,1
euro_coins,740ead22ad.jpg,11
euro_coins,74b386424e.jpg,4
euro_coins,76f525973a.jpg,1
euro_coins,78b48c757b.jpg,8
euro_coins,7a5389d5f6.jpg,1
euro_coins,7b645a97ae.jpg,18
euro_coins,7b9a802511.jpg,3
euro_coins,7cd846ace8.jpg,16
euro_coins,7d87a3263f.jpg,10
euro_coins,7e1cb4e9f7.jpg,1
euro_coins,7ebe8e9cf1.jpg,8
euro_coins,7f9dd7c082.jpg,16
euro_coins,8110882838.jpg,8
euro_coins,81781e538c.jpg,16
euro_coins,81df542fcf.jpg,2
euro_coins,82abf4f0cf.jpg,8
euro_coins,82cf6b4cc7.jpg,36
euro_coins,87616b0677.jpg,1
euro_coins,8791cf7e7b.jpg,8
euro_coins,895ca34285.jpg,3
euro_coins,8a563f72c9.jpg,1
euro_coins,8aa7031929.jpg,1
euro_coins,8b1c21c16d.jpg,8
euro_coins,8de3e31598.jpg,4
euro_coins,8f8a4cc0e0.jpg,1
euro_coins,9012e0cfab.jpg,16
euro_coins,9153613467.jpg,1
euro_coins,91c23b8603.jpg,16
euro_coins,9318896c0e.jpg,8
euro_coins,94ab346047.jpg,8
euro_coins,953f946a75.jpg,5
euro_coins,964db0034b.jpg,4
euro_coins,969f9d387e.jpg,10
euro_coins,979972ef4b.jpg,2
euro_coins,984512355e.jpg,8
euro_coins,984bf7c337.jpg,2
euro_coins,984c5c1d65.jpg,2
euro_coins,9886144124.jpg,1
euro_coins,9b591d7d12.jpg,10
euro_coins,9ccd8109eb.jpg,1
euro_coins,a1bb0d205a.jpg,8
euro_coins,a36be81d4b.jpg,1
euro_coins,a4f07889a9.jpg,2
euro_coins,a6fae6992c.jpg,8
euro_coins,a8e7c7a5a0.jpg,8
euro_coins,ab19a4320a.jpg,3
euro_coins,abc8d5a860.jpg,8
euro_coins,ae2f8ba972.jpg,3
euro_coins,aeac0ceaf6.jpg,4
euro_coins,aee6c8e699.jpg,2
euro_coins,affc660e09.jpg,3
euro_coins,b11e29c167.jpg,8
euro_coins,b16d25d0f8.jpg,2
euro_coins,b3939358e4.jpg,2
euro_coins,b3f185cadd.jpg,8
euro_coins,b487770510.jpg,1
euro_coins,b54ce1f3de.jpg,6
euro_coins,b62375858b.jpg,16
euro_coins,b8dc6fd870.jpg,1
euro_coins,b91eb1a310.jpg,2
euro_coins,b949c3fb90.jpg,1
euro_coins,bb0bdcd84d.jpg,3
euro_coins,bbcf703dd5.jpg,1
euro_coins,bc0855f439.jpg,1
euro_coins,bc4a18ff1f.jpg,3
euro_coins,bef8afa7af.jpg,6
euro_coins,c086d0fe16.jpg,2
euro_coins,c0bd7b83a4.jpg,2
euro_coins,c25be2222d.jpg,12
euro_coins,c3bdd9fe03.jpg,2
euro_coins,c3be73016e.jpg,1
euro_coins,c563ef6cdd.jpg,1
euro_coins,c5cf6a5c34.jpg,8
euro_coins,c6484e1b02.jpg,2
euro_coins,c68b8697d4.jpg,9
euro_coins,c6ff757750.jpg,10
euro_coins,c7211edf6c.jpg,1
euro_coins,c9b204ae4f.jpg,1
euro_coins,caacb13741.jpg,1
euro_coins,cb3e4b105c.jpg,1
euro_coins,cbb8677846.jpg,12
euro_coins,cd01890f6d.jpg,1
euro_coins,cd3057d705.jpg,1
euro_coins,cdb414f9d4.jpg,8
euro_coins,cea64212c1.jpg,2
euro_coins,cffb6c6a2a.jpg,4
euro_coins,d1fc6b23e9.jpg,2
euro_coins,d22531cbc0.jpg,1
euro_coins,d5381d6c9c.jpg,11
euro_coins,d95ed4083d.jpg,8
euro_coins,da11147310.jpg,2
euro_coins,dbc661538d.jpg,8
euro_coins,dc372bda0c.jpg,1
euro_coins,dc9f28d4dc.jpg,1
euro_coins,dde120d0f3.jpg,8
euro_coins,defe0c372f.jpg,2
euro_coins,df18c3f97a.jpg,1
euro_coins,df63632db9.jpg,1
euro_coins,dfd7bd3f2e.jpg,1
euro_coins,e29dbcfa9a.jpg,4
euro_coins,e2a5faebc0.jpg,5
euro_coins,e2b708fa1a.jpg,2
euro_coins,e3063c7b59.jpg,1
euro_coins,e3558ac6c5.jpg,1
euro_coins,e514e16e99.jpg,3
euro_coins,e546757803.jpg,2
euro_coins,e5913fa2ea.jpg,2
euro_coins,e5e9ac7e37.jpg,3
euro_coins,eb66218305.jpg,16
euro_coins,eba230ec7a.jpg,2
euro_coins,ebbcd5a2c8.jpg,2
euro_coins,ed1f1c3d14.jpg,8
euro_coins,ee28731997.jpg,8
euro_coins,ef0b785d09.jpg,1
euro_coins,f07b3d633d.jpg,2
euro_coins,f2f7530040.jpg,102
euro_coins,f374b15248.jpg,1
euro_coins,f3c81d3d71.jpg,1
euro_coins,f4f9c6fcb5.jpg,1
euro_coins,f627dbdd5e.jpg,16
euro_coins,f63b6856e5.jpg,1
euro_coins,f63d04a0ec.jpg,23
euro_coins,f6a6dd9475.jpg,1
euro_coins,f7b6272497.jpg,2
euro_coins,f8c8e2d9aa.jpg,1
euro_coins,f9eb85647d.jpg,1
euro_coins,fb74b7a7d6.jpg,2
euro_coins,fb8593d04c.jpg,8
euro_coins,fc21d36337.jpg,1
euro_coins,fcf309eac1.jpg,5
euro_coins,fd46ecf4bd.jpg,96
euro_coins,ff958ed226.jpg,8
indian_coins,021c3a3b47.jpg,4
indian_coins,035894a0b4.jpg,4
indian_coins,0382b12586.jpg,16
indian_coins,047ee0cc29.jpg,1
indian_coins,05f2e89a70.jpg,1
indian_coins,06742cbf0c.jpg,8
indian_coins,078aaee7f6.jpg,2
indian_coins,086ac3ae3a.jpg,1
indian_coins,0ade544ba4.jpg,1
indian_coins,0b3270afd8.jpg,7
indian_coins,0d4006daa4.jpg,1
indian_coins,0e9ef4cff8.jpg,2
indian_coins,0ec550d816.jpg,18
indian_coins,105203c1fa.jpg,1
indian_coins,10ceb841f5.jpg,1
indian_coins,12691e6810.jpg,5
indian_coins,136963fb7a.jpg,1
indian_coins,13f2c1dfdf.jpg,14
indian_coins,1417562e39.jpg,2
indian_coins,1480327083.jpg,1
indian_coins,15711b4e24.jpg,1
indian_coins,157bb6e850.jpg,32
indian_coins,1594ea1ed8.jpg,2
indian_coins,15e76610ee.jpg,10
indian_coins,162d62e024.jpg,34
indian_coins,16ae4f5a08.jpg,3
indian_coins,172397185b.jpg,2
indian_coins,17969bea5f.jpg,17
indian_coins,17da18bd61.jpg,1
indian_coins,19c3d0c935.jpg,2
indian_coins,1a01d5b63d.jpg,10
indian_coins,1a7b932da6.jpg,1
indian_coins,1c1fc59992.jpg,4
indian_coins,1ea5f31105.jpg,1
indian_coins,1ff5b897bb.jpg,2
indian_coins,20b841ebbb.jpg,2
indian_coins,22cd8a3f7e.jpg,18
indian_coins,232c8dcda3.jpg,5
indian_coins,25b604700f.jpg,2
indian_coins,2841ae3c77.jpg,1
indian_coins,28740b882f.jpg,2
indian_coins,2993f8fbec.jpg,16
indian_coins,2af6f7e9f6.jpg,4
indian_coins,2d1f1f8877.jpg,1
indian_coins,34e17c641a.jpg,1
indian_coins,3775ab6b91.jpg,1
indian_coins,3a25266579.jpg,8
indian_coins,3a3d630d6a.jpg,16
indian_coins,3b10038d77.jpg,4
indian_coins,3d4737e9b4.jpg,18
indian_coins,3fa08174b0.jpg,5
indian_coins,40fd44af07.jpg,2
indian_coins,412cf3a73b.jpg,18
indian_coins,414caf879b.jpg,6
indian_coins,425a36325d.jpg,1
indian_coins,42bab70b6a.jpg,1
indian_coins,44363795b6.jpg,2
indian_coins,443a17b065.jpg,1
indian_coins,452ab80e21.jpg,1
indian_coins,459f0a2d6e.jpg,1
indian_coins,4842b5f303.jpg,8
indian_coins,48dc011cd0.jpg,8
indian_coins,49e2aa77e1.jpg,2
indian_coins,4a18c1eb4b.jpg,1
indian_coins,4a77e5b52b.jpg,1
indian_coins,4c4bb86d69.jpg,2
indian_coins,4dfebea98b.jpg,13
indian_coins,4fb267b918.jpg,10
indian_coins,50797d435f.jpg,34
indian_coins,50c2d6d705.jpg,6
indian_coins,561c0108ca.jpg,16
